样本编号,年级,专业类别,月可支配生活费,半年短途出行次数,目的地类型,同行人,单次出行预算,预算占比最大项,提前规划时间,信息获取渠道,遇到的困扰(多选),最严重的困扰,是否用过行程规划工具,对工具不满意的地方,最希望的功能(多选),最愿意付费的功能,倾向的使用形式,偏好的内容风格,其他未满足需求,是否愿意参与访谈(留微信),答题时长(秒),提交时间
S258,大二,经管类,2501-3000元,5-6次,周边乡村/古镇、美食探店,室友/同学(2-3人),200元以下,购物/伴手礼,提前1-2天,小红书、抖音,住宿选择困难、攻略信息太分散，多APP切换、缺少学生视角的预算参考、小众目的地信息太少,攻略质量参差不齐，广告多,经常使用,行程模板太少、不能按预算调整,当地美食红黑榜、小众目的地种草、出行搭子匹配、现成学生党行程模板,都不愿意付费,微信小程序,简洁高效(直接给结论),希望能有夜生活安全的提示,,206,2026-09-09 17:52:14
S259,大二,艺术类,1501-2000元,3-4次,周边乡村/古镇、城市人文,室友/同学(2-3人),401-600元,门票/体验项目,提前1-2天,知乎、B站,美食探店容易踩雷、缺少学生视角的预算参考,小众目的地信息太少,完全没听说过,,现成学生党行程模板、按预算推荐目的地和行程、行程共享与协同编辑,其他,都可以,真实接地气(学长学姐经验),希望能和同校的人组队出行,愿意-wx_e8zna8nz,249,2026-09-10 10:30:53
S260,大三,经管类,1000-1500元,1-2次,城市人文,朋友小团体(4人以上),601-800元,交通,提前1-2天,小红书、大众点评、知乎,缺少学生视角的预算参考、小众目的地信息太少、交通接驳信息不清晰,攻略质量参差不齐，广告多,完全没听说过,,交通接驳指南、按预算推荐目的地和行程,独家小众目的地攻略,微信小程序,简洁高效(直接给结论),当地菜市场能不能推荐，想吃地道的,,292,2026-09-05 18:32:19
S261,大三,文史哲类,1000-1500元,7次及以上,自然风景、高校校园参观、周边乡村/古镇,室友/同学(2-3人),200元以下,住宿,提前1-2周,大众点评、小红书、OTA平台(携程/马蜂窝),缺少学生视角的预算参考、交通接驳信息不清晰、住宿选择困难、攻略质量参差不齐，广告多,没有现成行程模板,经常使用,操作太复杂,交通接驳指南、行程共享与协同编辑、按预算推荐目的地和行程、现成学生党行程模板,都不愿意付费,微信小程序,简洁高效(直接给结论),景区学生票需要带什么证件能不能说明,,131,2026-09-01 12:17:05
S262,研二及以上,文史哲类,1501-2000元,5-6次,城市人文,独自一人,401-600元,购物/伴手礼,提前1-2周,大众点评、抖音,小众目的地信息太少、一人出行难拼车/找搭子、攻略信息太分散，多APP切换、缺少学生视角的预算参考,交通接驳信息不清晰,经常使用,操作太复杂,小众目的地种草、行程共享与协同编辑、按预算推荐目的地和行程、当地美食红黑榜,无广告纯净体验,小红书/抖音账号+社群,专业严谨数据详实,希望能和同校的人组队出行,,286,2026-09-03 21:45:10
S263,研二及以上,文史哲类,3000元以上,5-6次,高校校园参观、自然风景、周边乡村/古镇,室友/同学(2-3人),601-800元,门票/体验项目,提前3-7天,朋友推荐、抖音、小红书,一人出行难拼车/找搭子、没有现成行程模板,其他,经常使用,操作太复杂,交通接驳指南、旅行记账与AA分摊、出行搭子匹配、按预算推荐目的地和行程,无广告纯净体验,微信小程序,专业严谨数据详实,青旅的真实评价太少了,愿意-wx_umczq991,193,2026-09-03 10:36:31
S264,大一,旅游/酒店管理类,1501-2000元,7次及以上,城市人文、自然风景、网红打卡点,家人,401-600元,餐饮,提前3-7天,B站、其他,交通接驳信息不清晰,交通接驳信息不清晰,偶尔使用,操作太复杂、推荐太商业化、行程模板太少,交通接驳指南、行程共享与协同编辑、现成学生党行程模板,都不愿意付费,小红书/抖音账号+社群,真实接地气(学长学姐经验),当地菜市场能不能推荐，想吃地道的,,310,2026-09-08 10:05:11
S265,大四,旅游/酒店管理类,3000元以上,7次及以上,自然风景,独自一人,601-800元,餐饮,提前1-2天,抖音、小红书,一人出行难拼车/找搭子、攻略信息太分散，多APP切换、攻略质量参差不齐，广告多,没有现成行程模板,完全没听说过,,按预算推荐目的地和行程、出行搭子匹配、旅行记账与AA分摊、现成学生党行程模板,独家小众目的地攻略,微信小程序,图文精美,,,242,2026-09-03 10:09:04
S266,大二,经管类,2501-3000元,3-4次,主题乐园、美食探店,室友/同学(2-3人),1000元以上,交通,提前2周以上,知乎、抖音,缺少学生视角的预算参考、没有现成行程模板,交通接驳信息不清晰,偶尔使用,不能按预算调整、推荐太商业化,交通接驳指南、实时避坑提醒,独家小众目的地攻略,小红书/抖音账号+社群,简洁高效(直接给结论),希望能看到实时的景区人流量,,290,2026-09-06 09:09:57
S267,大三,经管类,2501-3000元,1-2次,自然风景、主题乐园、城市人文,朋友小团体(4人以上),1000元以上,交通,提前3-7天,小红书、其他,小众目的地信息太少、交通接驳信息不清晰、攻略质量参差不齐，广告多,攻略信息太分散，多APP切换,听说过但没用过,,小众目的地种草,独家小众目的地攻略,微信小程序,有趣好玩有梗,一个人旅行的安全问题能不能有提示,,246,2026-09-08 15:26:22
S268,大二,文史哲类,1501-2000元,5-6次,高校校园参观,室友/同学(2-3人),401-600元,餐饮,提前1-2天,抖音、微博,交通接驳信息不清晰、小众目的地信息太少、美食探店容易踩雷、攻略信息太分散，多APP切换,攻略信息太分散，多APP切换,听说过但没用过,,当地美食红黑榜,都不愿意付费,独立APP,图文精美,周末短途游的推荐能不能更精准一些,,208,2026-09-10 21:02:42
S269,大二,文史哲类,1000-1500元,3-4次,城市人文、网红打卡点,家人,201-400元,门票/体验项目,提前3-7天,OTA平台(携程/马蜂窝)、朋友推荐、小红书,小众目的地信息太少、没有现成行程模板、缺少学生视角的预算参考、交通接驳信息不清晰,缺少学生视角的预算参考,完全没听说过,,当地美食红黑榜、按预算推荐目的地和行程、实时避坑提醒,都不愿意付费,网页版,简洁高效(直接给结论),希望能有旅行vlog的模板,,226,2026-09-07 12:35:25
S270,大二,艺术类,2501-3000元,5-6次,自然风景、高校校园参观,朋友小团体(4人以上),601-800元,住宿,提前1-2天,小红书,没有现成行程模板、交通接驳信息不清晰、小众目的地信息太少,小众目的地信息太少,听说过但没用过,,行程共享与协同编辑、按预算推荐目的地和行程、现成学生党行程模板,无广告纯净体验,微信小程序,图文精美,希望能看到实时的景区人流量,愿意-wx_z7cn0eqw,171,2026-09-03 12:41:57
S271,大二,经管类,2501-3000元,5-6次,周边乡村/古镇、美食探店,室友/同学(2-3人),1000元以上,餐饮,提前3-7天,微博、小红书、B站,攻略信息太分散，多APP切换、攻略质量参差不齐，广告多,住宿选择困难,经常使用,推荐太商业化,小众目的地种草、交通接驳指南、按预算推荐目的地和行程,无广告纯净体验,都可以,真实接地气(学长学姐经验),音乐节+旅行的组合攻略想要,,160,2026-09-08 21:10:11
S272,大二,旅游/酒店管理类,2001-2500元,5-6次,城市人文,室友/同学(2-3人),401-600元,购物/伴手礼,提前3-7天,小红书,美食探店容易踩雷、攻略质量参差不齐，广告多、攻略信息太分散，多APP切换,缺少学生视角的预算参考,经常使用,操作太复杂、行程模板太少,按预算推荐目的地和行程、当地美食红黑榜,AI高级行程定制,微信小程序,真实接地气(学长学姐经验),,,287,2026-09-08 15:32:25
S273,研一,理工类,1000-1500元,5-6次,自然风景、美食探店,男/女朋友,201-400元,门票/体验项目,提前2周以上,抖音,住宿选择困难、交通接驳信息不清晰、缺少学生视角的预算参考,没有现成行程模板,偶尔使用,不能协同编辑、不能按预算调整、推荐太商业化,交通接驳指南、现成学生党行程模板、出行搭子匹配、当地美食红黑榜,其他,微信小程序,真实接地气(学长学姐经验),能不能有旅行照片的模板推荐,,189,2026-09-03 14:15:04
S274,大二,理工类,1000-1500元,1-2次,自然风景,独自一人,201-400元,住宿,提前1-2周,大众点评,缺少学生视角的预算参考、攻略质量参差不齐，广告多、没有现成行程模板、小众目的地信息太少,美食探店容易踩雷,完全没听说过,,交通接驳指南、当地美食红黑榜,都不愿意付费,微信小程序,有趣好玩有梗,,,285,2026-09-08 16:02:17
S275,大二,经管类,1000-1500元,1-2次,城市人文,独自一人,401-600元,餐饮,说走就走,抖音、微博,攻略信息太分散，多APP切换、没有现成行程模板、缺少学生视角的预算参考,缺少学生视角的预算参考,完全没听说过,,当地美食红黑榜、现成学生党行程模板、住宿区域推荐、交通接驳指南,AI高级行程定制,小红书/抖音账号+社群,简洁高效(直接给结论),当地菜市场能不能推荐，想吃地道的,,244,2026-09-02 22:23:39
S276,大一,理工类,2501-3000元,1-2次,网红打卡点、周边乡村/古镇,室友/同学(2-3人),201-400元,餐饮,提前1-2周,其他、知乎、微博,美食探店容易踩雷、攻略信息太分散，多APP切换、攻略质量参差不齐，广告多,攻略质量参差不齐，广告多,完全没听说过,,现成学生党行程模板、按预算推荐目的地和行程、小众目的地种草,都不愿意付费,小红书/抖音账号+社群,有趣好玩有梗,音乐节+旅行的组合攻略想要,,251,2026-09-02 17:33:15
S277,大三,艺术类,3000元以上,3-4次,主题乐园、城市人文、周边乡村/古镇,男/女朋友,601-800元,门票/体验项目,提前1-2天,朋友推荐、小红书,攻略信息太分散，多APP切换、攻略质量参差不齐，广告多、住宿选择困难,攻略信息太分散，多APP切换,偶尔使用,不能协同编辑、不能按预算调整、行程模板太少,住宿区域推荐、当地美食红黑榜、行程共享与协同编辑、按预算推荐目的地和行程,无广告纯净体验,都可以,简洁高效(直接给结论),希望能有省钱技巧的汇总,,211,2026-09-04 21:25:12
S278,大一,文史哲类,2001-2500元,7次及以上,美食探店、城市人文、网红打卡点,朋友小团体(4人以上),401-600元,门票/体验项目,提前1-2天,抖音,缺少学生视角的预算参考、攻略信息太分散，多APP切换、没有现成行程模板、攻略质量参差不齐，广告多,缺少学生视角的预算参考,偶尔使用,操作太复杂、行程模板太少,按预算推荐目的地和行程、小众目的地种草,都不愿意付费,微信小程序,真实接地气(学长学姐经验),能不能有旅行照片的模板推荐,,215,2026-09-10 16:33:27
S279,大一,经管类,1000-1500元,1-2次,城市人文,独自一人,201-400元,交通,说走就走,B站,缺少学生视角的预算参考、攻略信息太分散，多APP切换、小众目的地信息太少、美食探店容易踩雷,攻略质量参差不齐，广告多,完全没听说过,,交通接驳指南、当地美食红黑榜、现成学生党行程模板、按预算推荐目的地和行程,独家小众目的地攻略,都可以,简洁高效(直接给结论),景区学生票需要带什么证件能不能说明,,256,2026-09-04 11:20:43
S280,大一,经管类,2501-3000元,1-2次,美食探店,室友/同学(2-3人),201-400元,购物/伴手礼,提前1-2周,OTA平台(携程/马蜂窝),交通接驳信息不清晰、一人出行难拼车/找搭子,没有现成行程模板,听说过但没用过,,小众目的地种草、按预算推荐目的地和行程,都不愿意付费,微信小程序,真实接地气(学长学姐经验),拍照机位能不能标注出来,,117,2026-09-02 10:19:51
S281,大四,文史哲类,2001-2500元,7次及以上,美食探店、自然风景,朋友小团体(4人以上),801-1000元,住宿,提前3-7天,朋友推荐、微博、B站,攻略信息太分散，多APP切换、交通接驳信息不清晰、小众目的地信息太少、一人出行难拼车/找搭子,小众目的地信息太少,听说过但没用过,,小众目的地种草、按预算推荐目的地和行程、交通接驳指南,都不愿意付费,微信小程序,真实接地气(学长学姐经验),希望能有大学生优惠门票的汇总信息,,176,2026-09-02 13:56:40
S282,大三,旅游/酒店管理类,1501-2000元,7次及以上,城市人文、网红打卡点、自然风景,室友/同学(2-3人),601-800元,购物/伴手礼,提前1-2天,小红书,住宿选择困难、攻略信息太分散，多APP切换、没有现成行程模板,小众目的地信息太少,偶尔使用,其他,实时避坑提醒、按预算推荐目的地和行程、当地美食红黑榜、小众目的地种草、现成学生党行程模板,都不愿意付费,微信小程序,简洁高效(直接给结论),,,83,2026-09-08 09:13:18
S283,大四,经管类,1501-2000元,0次,,,,,,,交通接驳信息不清晰、攻略信息太分散，多APP切换、攻略质量参差不齐，广告多、缺少学生视角的预算参考,攻略质量参差不齐，广告多,完全没听说过,,实时避坑提醒、住宿区域推荐、按预算推荐目的地和行程,都不愿意付费,微信小程序,专业严谨数据详实,,,201,2026-09-06 12:51:43
S284,大三,文史哲类,3000元以上,1-2次,高校校园参观、美食探店,室友/同学(2-3人),601-800元,门票/体验项目,提前1-2周,OTA平台(携程/马蜂窝),攻略质量参差不齐，广告多、缺少学生视角的预算参考,攻略质量参差不齐，广告多,偶尔使用,不能按预算调整、操作太复杂、不能协同编辑,按预算推荐目的地和行程、交通接驳指南、当地美食红黑榜,独家小众目的地攻略,微信小程序,简洁高效(直接给结论),音乐节+旅行的组合攻略想要,,313,2026-09-09 09:49:26
S285,大一,经管类,2501-3000元,5-6次,主题乐园、城市人文,朋友小团体(4人以上),401-600元,门票/体验项目,提前1-2天,OTA平台(携程/马蜂窝)、抖音,住宿选择困难、攻略信息太分散，多APP切换、攻略质量参差不齐，广告多、一人出行难拼车/找搭子,没有现成行程模板,听说过但没用过,,当地美食红黑榜、行程共享与协同编辑、按预算推荐目的地和行程、交通接驳指南,都不愿意付费,小红书/抖音账号+社群,简洁高效(直接给结论),希望能有夜生活安全的提示,愿意-wx_6xfwz73w,131,2026-09-02 10:00:09
S286,大三,经管类,1000-1500元,1-2次,城市人文、主题乐园,室友/同学(2-3人),801-1000元,交通,提前3-7天,微博,住宿选择困难、交通接驳信息不清晰,缺少学生视角的预算参考,听说过但没用过,,按预算推荐目的地和行程、住宿区域推荐、现成学生党行程模板,都不愿意付费,小红书/抖音账号+社群,真实接地气(学长学姐经验),,,250,2026-09-02 18:31:23
S287,大三,理工类,2001-2500元,1-2次,周边乡村/古镇、城市人文,室友/同学(2-3人),201-400元,住宿,提前3-7天,OTA平台(携程/马蜂窝),攻略信息太分散，多APP切换、美食探店容易踩雷、一人出行难拼车/找搭子、没有现成行程模板、小众目的地信息太少,攻略质量参差不齐，广告多,完全没听说过,,交通接驳指南、行程共享与协同编辑、现成学生党行程模板、实时避坑提醒,都不愿意付费,独立APP,真实接地气(学长学姐经验),希望能看到实时的景区人流量,,264,2026-09-10 14:29:45
S288,大四,经管类,2001-2500元,3-4次,城市人文、网红打卡点,朋友小团体(4人以上),1000元以上,餐饮,提前1-2天,B站、朋友推荐、大众点评,小众目的地信息太少、交通接驳信息不清晰、没有现成行程模板,没有现成行程模板,完全没听说过,,按预算推荐目的地和行程、行程共享与协同编辑,独家小众目的地攻略,微信小程序,真实接地气(学长学姐经验),,,139,2026-09-04 10:57:56
S289,大一,旅游/酒店管理类,2001-2500元,3-4次,城市人文,室友/同学(2-3人),200元以下,餐饮,提前3-7天,大众点评、微博,缺少学生视角的预算参考、小众目的地信息太少,一人出行难拼车/找搭子,听说过但没用过,,现成学生党行程模板、小众目的地种草、当地美食红黑榜,独家小众目的地攻略,小红书/抖音账号+社群,简洁高效(直接给结论),,愿意-wx_a8dbfa1u,301,2026-09-02 14:11:43
S290,大四,旅游/酒店管理类,2001-2500元,5-6次,美食探店,朋友小团体(4人以上),401-600元,餐饮,提前3-7天,朋友推荐,缺少学生视角的预算参考、攻略信息太分散，多APP切换、小众目的地信息太少,攻略质量参差不齐，广告多,经常使用,操作太复杂,按预算推荐目的地和行程、出行搭子匹配、现成学生党行程模板,都不愿意付费,微信小程序,有趣好玩有梗,青旅的真实评价太少了,,99,2026-09-09 18:15:54
S291,大三,艺术类,1501-2000元,3-4次,美食探店、城市人文、主题乐园,家人,401-600元,交通,提前1-2天,小红书、B站,攻略信息太分散，多APP切换、没有现成行程模板,交通接驳信息不清晰,完全没听说过,,现成学生党行程模板、按预算推荐目的地和行程,都不愿意付费,都可以,图文精美,,,98,2026-09-07 18:47:39
S292,研一,旅游/酒店管理类,1501-2000元,1-2次,城市人文、美食探店,男/女朋友,401-600元,住宿,提前2周以上,小红书,攻略信息太分散，多APP切换、小众目的地信息太少,攻略信息太分散，多APP切换,听说过但没用过,,当地美食红黑榜、住宿区域推荐、交通接驳指南、按预算推荐目的地和行程,都不愿意付费,微信小程序,简洁高效(直接给结论),高铁票抢票攻略也想要,愿意-wx_ew6mm7id,82,2026-09-04 15:47:48
S293,研一,教育类,1501-2000元,7次及以上,网红打卡点,室友/同学(2-3人),201-400元,交通,提前3-7天,小红书、抖音,其他、攻略信息太分散，多APP切换、缺少学生视角的预算参考,没有现成行程模板,听说过但没用过,,现成学生党行程模板、交通接驳指南,都不愿意付费,小红书/抖音账号+社群,简洁高效(直接给结论),希望能和同校的人组队出行,,157,2026-09-06 21:35:18
S294,研一,理工类,2501-3000元,3-4次,主题乐园、城市人文、网红打卡点,男/女朋友,801-1000元,交通,提前1-2天,微博,攻略质量参差不齐，广告多、没有现成行程模板、攻略信息太分散，多APP切换,交通接驳信息不清晰,完全没听说过,,旅行记账与AA分摊、当地美食红黑榜,都不愿意付费,独立APP,真实接地气(学长学姐经验),希望能有夜生活安全的提示,,149,2026-09-05 18:24:19
S295,大四,经管类,1000-1500元,3-4次,城市人文、自然风景,室友/同学(2-3人),201-400元,住宿,提前1-2周,小红书、抖音、大众点评,美食探店容易踩雷、小众目的地信息太少、缺少学生视角的预算参考,小众目的地信息太少,偶尔使用,行程模板太少、操作太复杂、不能协同编辑,行程共享与协同编辑、住宿区域推荐、实时避坑提醒、出行搭子匹配,都不愿意付费,都可以,专业严谨数据详实,,,320,2026-09-09 16:27:36
S296,大四,教育类,1000-1500元,7次及以上,周边乡村/古镇、高校校园参观,室友/同学(2-3人),200元以下,门票/体验项目,提前2周以上,其他,缺少学生视角的预算参考、交通接驳信息不清晰,没有现成行程模板,听说过但没用过,,按预算推荐目的地和行程、交通接驳指南,AI高级行程定制,微信小程序,真实接地气(学长学姐经验),当地菜市场能不能推荐，想吃地道的,愿意-wx_abmwuouc,309,2026-09-10 17:20:04
S297,大三,理工类,2001-2500元,1-2次,城市人文、美食探店,室友/同学(2-3人),601-800元,交通,说走就走,小红书,没有现成行程模板、攻略信息太分散，多APP切换、小众目的地信息太少,攻略质量参差不齐，广告多,偶尔使用,推荐太商业化、不能按预算调整,交通接驳指南、小众目的地种草,无广告纯净体验,微信小程序,简洁高效(直接给结论),,,226,2026-09-06 22:52:43
S298,大二,艺术类,2501-3000元,1-2次,美食探店、自然风景,家人,1000元以上,住宿,提前2周以上,OTA平台(携程/马蜂窝)、小红书,攻略质量参差不齐，广告多、攻略信息太分散，多APP切换,没有现成行程模板,偶尔使用,不能协同编辑,实时避坑提醒、小众目的地种草、交通接驳指南、当地美食红黑榜,独家小众目的地攻略,小红书/抖音账号+社群,图文精美,,,137,2026-09-10 17:36:40
S299,大三,理工类,2001-2500元,5-6次,周边乡村/古镇、美食探店,朋友小团体(4人以上),401-600元,交通,提前3-7天,抖音,攻略质量参差不齐，广告多、缺少学生视角的预算参考、一人出行难拼车/找搭子、交通接驳信息不清晰,缺少学生视角的预算参考,完全没听说过,,小众目的地种草、交通接驳指南、实时避坑提醒、当地美食红黑榜,都不愿意付费,微信小程序,简洁高效(直接给结论),高铁票抢票攻略也想要,,142,2026-09-07 19:37:42
S300,大一,理工类,1000-1500元,1-2次,自然风景,朋友小团体(4人以上),200元以下,住宿,提前1-2周,B站,攻略信息太分散，多APP切换、攻略质量参差不齐，广告多、没有现成行程模板、美食探店容易踩雷,交通接驳信息不清晰,偶尔使用,推荐太商业化,当地美食红黑榜、其他,独家小众目的地攻略,网页版,专业严谨数据详实,,,182,2026-09-09 12:45:18
S301,大一,旅游/酒店管理类,2501-3000元,5-6次,城市人文、周边乡村/古镇,家人,1000元以上,购物/伴手礼,提前3-7天,微博、抖音,小众目的地信息太少、交通接驳信息不清晰,小众目的地信息太少,偶尔使用,推荐太商业化,当地美食红黑榜、小众目的地种草、现成学生党行程模板,都不愿意付费,微信小程序,图文精美,希望能和同校的人组队出行,,167,2026-09-01 18:33:57
S302,大三,文史哲类,3000元以上,3-4次,自然风景、城市人文,室友/同学(2-3人),801-1000元,餐饮,提前2周以上,抖音,没有现成行程模板、交通接驳信息不清晰、攻略信息太分散，多APP切换、攻略质量参差不齐，广告多,攻略信息太分散，多APP切换,偶尔使用,行程模板太少、操作太复杂,其他、住宿区域推荐、实时避坑提醒、当地美食红黑榜,无广告纯净体验,微信小程序,有趣好玩有梗,青旅的真实评价太少了,愿意-wx_68t2a3ah,226,2026-09-07 20:28:33
S303,大一,文史哲类,2501-3000元,5-6次,自然风景,室友/同学(2-3人),401-600元,门票/体验项目,提前2周以上,OTA平台(携程/马蜂窝)、知乎、朋友推荐,小众目的地信息太少、缺少学生视角的预算参考、没有现成行程模板,攻略质量参差不齐，广告多,听说过但没用过,,住宿区域推荐、现成学生党行程模板,都不愿意付费,微信小程序,专业严谨数据详实,希望能有旅行vlog的模板,,222,2026-09-01 19:40:00
S304,大二,艺术类,2501-3000元,1-2次,自然风景,室友/同学(2-3人),801-1000元,餐饮,提前1-2天,OTA平台(携程/马蜂窝),一人出行难拼车/找搭子、住宿选择困难,交通接驳信息不清晰,经常使用,不能按预算调整,住宿区域推荐、按预算推荐目的地和行程、当地美食红黑榜,都不愿意付费,小红书/抖音账号+社群,真实接地气(学长学姐经验),小众景点的交通真的很头疼,,248,2026-09-03 13:53:14
S305,研一,艺术类,1501-2000元,3-4次,自然风景、主题乐园、城市人文,室友/同学(2-3人),801-1000元,门票/体验项目,提前3-7天,抖音、OTA平台(携程/马蜂窝),攻略质量参差不齐，广告多、一人出行难拼车/找搭子,没有现成行程模板,听说过但没用过,,住宿区域推荐、出行搭子匹配、小众目的地种草、交通接驳指南,都不愿意付费,微信小程序,真实接地气(学长学姐经验),拍照机位能不能标注出来,,297,2026-09-07 09:35:49
S306,大二,医学类,1501-2000元,5-6次,自然风景、网红打卡点,室友/同学(2-3人),601-800元,住宿,提前1-2周,抖音、小红书,没有现成行程模板、小众目的地信息太少、攻略信息太分散，多APP切换,美食探店容易踩雷,听说过但没用过,,当地美食红黑榜、按预算推荐目的地和行程、住宿区域推荐,都不愿意付费,微信小程序,图文精美,小众景点的交通真的很头疼,,221,2026-09-02 19:03:33
S307,大二,文史哲类,3000元以上,5-6次,网红打卡点、城市人文,男/女朋友,1000元以上,住宿,提前1-2天,小红书、微博,没有现成行程模板、小众目的地信息太少,攻略信息太分散，多APP切换,偶尔使用,行程模板太少,按预算推荐目的地和行程、住宿区域推荐、出行搭子匹配,AI高级行程定制,微信小程序,有趣好玩有梗,希望有雨天备选方案,,99,2026-09-02 17:46:45
S308,大四,理工类,1000元以下,5-6次,网红打卡点、城市人文、美食探店,室友/同学(2-3人),601-800元,门票/体验项目,提前1-2周,大众点评、小红书,没有现成行程模板、攻略信息太分散，多APP切换、一人出行难拼车/找搭子,缺少学生视角的预算参考,偶尔使用,其他,小众目的地种草、实时避坑提醒、现成学生党行程模板,无广告纯净体验,独立APP,简洁高效(直接给结论),希望能看到目的地的天气和穿搭建议,,262,2026-09-02 16:14:36
S309,研二及以上,理工类,1000-1500元,3-4次,城市人文、自然风景,朋友小团体(4人以上),200元以下,餐饮,提前1-2天,大众点评、小红书,交通接驳信息不清晰、没有现成行程模板、小众目的地信息太少、攻略质量参差不齐，广告多,交通接驳信息不清晰,偶尔使用,不能协同编辑、推荐太商业化,现成学生党行程模板、交通接驳指南,都不愿意付费,微信小程序,图文精美,希望能有夜生活安全的提示,,160,2026-09-04 14:29:45
S310,大三,文史哲类,2001-2500元,5-6次,自然风景,独自一人,201-400元,交通,提前3-7天,小红书,美食探店容易踩雷、攻略信息太分散，多APP切换、没有现成行程模板、交通接驳信息不清晰,缺少学生视角的预算参考,经常使用,行程模板太少、操作太复杂,住宿区域推荐、实时避坑提醒、现成学生党行程模板,都不愿意付费,独立APP,真实接地气(学长学姐经验),,,132,2026-09-10 20:23:33
S311,大三,文史哲类,1000-1500元,1-2次,周边乡村/古镇、网红打卡点、城市人文,朋友小团体(4人以上),601-800元,交通,提前3-7天,抖音,缺少学生视角的预算参考、攻略质量参差不齐，广告多,没有现成行程模板,听说过但没用过,,按预算推荐目的地和行程、交通接驳指南,都不愿意付费,都可以,真实接地气(学长学姐经验),,,150,2026-09-05 22:58:55
S312,大二,医学类,1501-2000元,5-6次,主题乐园、美食探店,室友/同学(2-3人),601-800元,交通,提前1-2天,小红书,攻略信息太分散，多APP切换、没有现成行程模板,没有现成行程模板,偶尔使用,不能协同编辑、不能按预算调整、行程模板太少,现成学生党行程模板、按预算推荐目的地和行程、实时避坑提醒,都不愿意付费,微信小程序,简洁高效(直接给结论),,,309,2026-09-01 11:32:51
S313,大三,艺术类,1501-2000元,3-4次,城市人文,室友/同学(2-3人),801-1000元,餐饮,提前1-2天,抖音、小红书、大众点评,一人出行难拼车/找搭子、住宿选择困难,交通接驳信息不清晰,完全没听说过,,交通接驳指南、出行搭子匹配、当地美食红黑榜、小众目的地种草,AI高级行程定制,微信小程序,简洁高效(直接给结论),当地菜市场能不能推荐，想吃地道的,,168,2026-09-07 12:39:35
S314,研一,旅游/酒店管理类,1000-1500元,3-4次,其他、城市人文、自然风景,室友/同学(2-3人),401-600元,住宿,提前2周以上,大众点评、小红书,攻略信息太分散，多APP切换、缺少学生视角的预算参考、没有现成行程模板,没有现成行程模板,偶尔使用,操作太复杂、不能按预算调整,其他、交通接驳指南、小众目的地种草、行程共享与协同编辑,都不愿意付费,网页版,真实接地气(学长学姐经验),,,262,2026-09-03 20:47:11
S315,研一,经管类,1501-2000元,5-6次,自然风景,男/女朋友,401-600元,门票/体验项目,提前1-2天,OTA平台(携程/马蜂窝),缺少学生视角的预算参考、交通接驳信息不清晰,住宿选择困难,完全没听说过,,实时避坑提醒、交通接驳指南,都不愿意付费,都可以,简洁高效(直接给结论),,愿意-wx_3s0dpjhs,124,2026-09-01 13:17:35
S316,大二,理工类,1501-2000元,3-4次,高校校园参观、城市人文、网红打卡点,室友/同学(2-3人),201-400元,交通,提前3-7天,朋友推荐,攻略质量参差不齐，广告多、缺少学生视角的预算参考,攻略信息太分散，多APP切换,完全没听说过,,现成学生党行程模板、当地美食红黑榜、实时避坑提醒,都不愿意付费,小红书/抖音账号+社群,图文精美,景区学生票需要带什么证件能不能说明,愿意-wx_zgflig5g,155,2026-09-05 20:28:16
S317,大一,理工类,1501-2000元,5-6次,自然风景、美食探店、网红打卡点,独自一人,801-1000元,住宿,提前3-7天,其他,缺少学生视角的预算参考、住宿选择困难、攻略质量参差不齐，广告多、小众目的地信息太少,缺少学生视角的预算参考,听说过但没用过,,按预算推荐目的地和行程、出行搭子匹配、现成学生党行程模板、小众目的地种草,无广告纯净体验,微信小程序,图文精美,能不能有旅行照片的模板推荐,,199,2026-09-10 14:23:36
S318,大二,艺术类,1000元以下,3-4次,自然风景、网红打卡点、城市人文,室友/同学(2-3人),201-400元,购物/伴手礼,提前1-2天,抖音,小众目的地信息太少、缺少学生视角的预算参考、交通接驳信息不清晰,没有现成行程模板,完全没听说过,,小众目的地种草、现成学生党行程模板、当地美食红黑榜、交通接驳指南,都不愿意付费,微信小程序,专业严谨数据详实,希望能和同校的人组队出行,,310,2026-09-09 10:26:27
S319,大四,其他,1501-2000元,0次,,,,,,,美食探店容易踩雷、一人出行难拼车/找搭子,美食探店容易踩雷,听说过但没用过,,按预算推荐目的地和行程、现成学生党行程模板、旅行记账与AA分摊,其他,微信小程序,图文精美,小众景点的交通真的很头疼,,122,2026-09-08 09:42:09
S320,大二,经管类,1501-2000元,1-2次,自然风景,朋友小团体(4人以上),201-400元,餐饮,提前1-2周,抖音,攻略信息太分散，多APP切换、没有现成行程模板、缺少学生视角的预算参考、攻略质量参差不齐，广告多,缺少学生视角的预算参考,听说过但没用过,,住宿区域推荐、按预算推荐目的地和行程,独家小众目的地攻略,小红书/抖音账号+社群,有趣好玩有梗,,,216,2026-09-02 14:31:42
